,Package Handler,Driver Helper,Package Delivery Driver,Warehouse Associate,Automotive Mechanic,Facilities Mechanic,Feeder Driver,UPS Freight Over-the-Road (OTR) Driver,Part-Time Operations Supervisor,Business Analyst,Sales Representative,,,
Army,Y,Y,Y,,,,,,,,Y,38B,Civil Affairs Specialist,"Researched and coordinated analyses, planning and production of Civil Affairs'related documents and actions encompassing operations for both Army and combined military forces."
Army,Y,Y,Y,,,,,,,,Y,02J,Clarinet Player,Supervised the woodwind instrumental section of a band. Participated as a woodwind musician in the band.
Army,Y,Y,Y,,,,,,,,Y,73BO,Clinical Psychologist,"Evaluated, diagnosed and treated behavioral health issues in active duty and dependent personnel. Taught, supervised and directed clinical psychology and related mental health programs. Planned, organized and directed clinical psychology service or department. Evaluated and identified issues impacting service members; provided individual and family therapy. Identified and provided treatment plans. Key person in continuum of care for service member behavior, worked closely with primary care physician on medication management. Assisted individuals to become more effective in dealing with personal and interpersonal problems."
Army,Y,Y,Y,,,,,,,,Y,25V,Combat Documentation & Production Specialist,Planned and operated video and audio equipment to document procedures. Created visual information products.
Army,Y,Y,Y,,,,,,,,Y,21B,Combat Engineer,"Managed, served and assisted in providing engineering support to forces. Operated armored vehicle launched bridges and earthmovers."
Army,Y,Y,Y,,,,,,Y,,Y,21Z,Combat Engineering Senior Sergeant,"Formulated and maintained construction schedules. Supervised troops in engineering operations. Directed team and performed ground and aerial reconnaissance. Advised engineering personnel in matters involving combat operations. Coordinated staff agencies for engineer operational and tactical support. Coordinated employment of engineer elements with infantry and armored units. Inspected construction sites and enforced job specification. Collected, interpreted, analyzed, evaluated and disseminated intelligence data."
Army,Y,Y,Y,,,,,,,,Y,35H,Common Ground Station Operator,"Supervised detecting, locating and tracking ground targets as well as rotary-wing and slow-moving fixed-wing aircraft. Participated in detecting, locating and tracking procedures as necessary."
Army,Y,Y,Y,,,,,,,,Y,98H,Communications Locator/Interceptor,"Led detection, identification and exploitation of foreign communications by utilizing cutting-edge signals intelligence and electronic equipment."
Army,Y,Y,Y,,,,,,,,Y,21V,Concrete and Asphalt Equipment Operator,Directed the operation of all equipment used in concrete and asphalt production and paving. Trained and operated production and paving equipment as necessary.
Army,Y,Y,Y,,,,,,,,Y,21H,Construction Engineering Supervisor,"Managed the construction, repair and utility services of buildings, fixed bridges, port facilities, pipelines, tanks and related equipment."
Army,Y,Y,Y,,,,,,,,Y,91L,Construction Equipment Repairer,"Oversaw and performed maintenance on construction equipment used for earth moving, grading, compaction, loading, quarrying, mixing, surfacing, pumping and powered bridging."
Army,Y,Y,Y,,,,,,,,Y,21N,Construction Equipment Supervisor,"Supervised construction equipment and crew maintenance of equipment. Directed and trained members on quarry, paving and plant equipment operations."
Army,Y,Y,Y,,,,,,,,Y,02B,Cornet or Trumpet Player,"Performed all applicable styles of music on an instrument. Expected styles included but were not limited to the following: marching band, ceremonial band, concert band, classical, jazz, ethnic and popular music compositions. Performed on a musical instrument in a variety of ensembles, ranging from solo performance to full concert band. Performed bugle calls in ceremonies. "
Army,Y,Y,Y,,,,,,,,Y,31E,Corrections Specialist,"Controlled, supervised and counseled prisoners. Managed confinement operations and correctional treatment programs."
Army,Y,Y,Y,,,,,,,,Y,351L,Counterintelligence Technician,Investigated potential criminal acts and worked to prevent such acts. Worked with other federal and state agencies as appropriate.
Army,Y,Y,Y,,,,,,Y,,Y,97Z,Counterintelligence/Human Intelligence Senior Sergeant,"Supervised and directed the collection, processing, development and dissemination of countersignals intelligence and human intelligence information. Supervised the multidiscipline counterintelligence activities at group or comparable and higher commands. Coordinated operating requirements of subordinate units with major supported units. Assisted in the appraisal of counterintelligence operations."
Army,Y,Y,Y,,,,,,,,Y,35L,Counterintelligence Agent,"Led and conducted counterintelligence surveys and investigations to detect, identify, assess, counter, exploit and neutralize threats to national security."
Army,Y,Y,Y,,,,,,,,Y,21F,Crane Operator,Operated crawler and truck-mounted cranes and crane shovels. Directed operational maintenance on assigned equipment.
Army,Y,Y,Y,,,,,,,,Y,31D,Criminal Investigation Special Agent,"Supervised and conducted investigations of incidents, offenses and allegations of criminality affecting federal personnel, property, facilities and activities."
Army,Y,Y,Y,,,,,,,,Y,35P,Cryptologic Communications,"Managed and performed the detection, identification, exploitation and analysis of foreign communications using signals intelligence and electronic systems. Translated and analyzed foreign communication transmissions."
Army,Y,Y,Y,,,,,,,,Y,98G,Cryptologic Linguist,"Oversaw and completed the detection, identification, exploitation and analysis of foreign communications using signals equipment. Translated and summarized intercepted communications."
Army,Y,Y,Y,,,,,,Y,,Y,63O,Dental Corps Officer,"Provided dental care to personnel, their families and other eligible members of the community. Ensured dental health of personnel."
Army,Y,Y,Y,,,,,,,,Y,68E,Dental Specialist,"Assisted the dental officer with prevention, examination and treatment of dental diseases in personnel. Assisted with the management of dental treatment facilities."
Army,Y,Y,Y,,,,,,,,Y,21D,Diver,"Supervised underwater demolition, repair and salvage. Completed underwater work as necessary."
Army,Y,Y,Y,,,,,,,,Y,14J,Early Warning System Operator,Managed a manual early warning network group in operations and intelligence. Evaluated useful electronic intelligence data.
Army,Y,Y,Y,,,,,,,,Y,02U,Electric Bass Guitar Player,Supervised the electric bass guitar instrumental section of a band. Participated as an electric bass guitarist in the band.
Army,Y,Y,Y,,,,,,,,Y,98J,Electronic Intelligence Interceptor/Analyst,"Led efforts to detect, acquire and exploit foreign electronic intelligence. Deployed, installed and operated electronic intelligence collection systems."
Army,Y,Y,Y,,,,,,,,Y,94W,Electronic Maintenance Chief,Developed and implemented unit-level electronic maintenance programs. Developed and enforced policies and procedures for facility management. Organized work schedules and instructed subordinate personnel in the technical maintenance of field communications and electronics equipment and systems. Oversaw that repair of communication security devices complied with published security requirements. Provided advice and technical assistance to commanders.
Army,Y,Y,Y,,,,,,,,Y,29E,Electronic Warfare Specialist,"Directed, supervised and performed activities involving electromagnetic energy to determine, exploit, reduce and prevent hostile use of the electromagnetic spectrum. Planned electronic attacks to disrupt enemy communications systems. Directed electronic support to detect assets to locate enemy units and electronic protection to protect our communication systems and other electronic types of equipment."
